"",".groups","time","HR1","HR2","Resp1","Resp2"
"1","1",15.449792,-2.01583061424935,-0.134530257556406,1.06250536789452,-0.353730821132418
"2","2",15.451458,-1.45245985209677,-0.134530257556406,1.1041869552737,-0.134154807888006
"3","3",15.453124,-1.45245985209677,-0.134530257556406,1.13654011240021,0.16112858869285
"4","4",15.454793,-1.45245985209677,-0.134530257556406,1.16111070657865,0.435880778229383
"5","5",15.45646,-1.45245985209677,-0.134530257556406,1.17573503587605,0.728431559946187
"6","6",15.458123,-1.45245985209677,0.0971842429998752,1.1775900592757,0.998729901347979
"7","7",15.459792,-1.45245985209677,0.279245636294094,1.17025775020514,1.2378565650493
"8","8",15.461458,-1.45245985209677,0.279245636294094,1.1623640890339,1.42497150958603
"9","9",15.463126,-1.45245985209677,0.279245636294094,1.16108543922191,1.50645909285356
"10","10",15.464792,-1.45245985209677,0.279245636294094,1.16877774300391,1.47636745908199
"11","11",15.466459,-0.625767051717851,0.279245636294094,1.17875183670911,1.3944952206454
"12","12",15.468124,0.667265277079948,0.279245636294094,1.18320366711182,1.30602336304371
"13","13",15.469792,0.667265277079948,0.279245636294094,1.179292740485,1.24445910601593
"14","14",15.471458,0.667265277079948,0.279245636294094,1.17314439376072,1.18966232565014
"15","15",15.473126,0.667265277079948,0.190465265107953,1.16677181009908,1.10404010106305
"16","16",15.474792,0.667265277079948,-0.00714265785474663,1.15738229536027,0.98336692290807
"17","17",15.476457,0.667265277079948,-0.00714265785474663,1.15199049323818,0.868186001145181
"18","18",15.478124,0.667265277079948,-0.00714265785474663,1.14139209611397,0.761615190167783
"19","19",15.479792,0.667265277079948,-0.00714265785474663,1.14131924624352,0.664485596415949
"20","20",15.481459,0.667265277079948,-0.00714265785474663,1.14414523946,0.591766777756005
"21","21",15.483125,0.836075168624365,-0.00714265785474663,1.1131316429728,0.546537582531168
"22","22",15.484792,1.10011115283486,-0.00714265785474663,1.05767335494381,0.523826711558931
"23","23",15.486457,1.10011115283486,-0.00714265785474663,1.03923161428833,0.533950607707762
"24","24",15.488125,1.10011115283486,-0.00714265785474663,1.03882642487181,0.556797488540381
"25","25",15.489792,1.10011115283486,-0.211133001204113,1.03788827656992,0.53331321670793
"26","26",15.49146,1.10011115283486,-0.275551004367071,1.03075788927973,0.477901251033796
"27","27",15.493124,1.10011115283486,-0.275551004367071,1.0204749867971,0.432211725980751
"28","28",15.494792,1.10011115283486,-0.275551004367071,1.01091272495787,0.375047702029976
"29","29",15.496458,1.10011115283486,-0.275551004367071,1.00347404986668,0.297932448635001
"30","30",15.498125,1.10011115283486,-0.275551004367071,0.999518623170004,0.220138606838875
"31","31",15.499792,-0.0161999910805451,-0.275551004367071,0.997473747277217,0.168975232743268
"32","32",15.50146,-1.7622251136149,-0.275551004367071,0.996358249916454,0.151358814887267
"33","33",15.503123,-1.7622251136149,-0.275551004367071,0.993662891539184,0.163719057913345
"34","34",15.504791,-1.7622251136149,-0.275551004367071,0.990740257195402,0.186045858076836
"35","35",15.506459,-1.7622251136149,-0.545028532087933,0.990707218606955,0.207116137500113
"36","36",15.508125,-1.7622251136149,-0.608239310195296,0.991474182737695,0.226693084170633
"37","37",15.509792,-1.7622251136149,-0.608239310195296,0.987978951885346,0.243581096909705
"38","38",15.511458,-1.7622251136149,-0.608239310195296,0.977171730043104,0.241048917629373
"39","39",15.513124,-1.7622251136149,-0.608239310195296,0.96308413671017,0.200286134285779
"40","40",15.514791,-1.7622251136149,-0.608239310195296,0.948653176496786,0.0992921658542396
"41","41",15.51646,-0.893945552979951,-0.608239310195296,0.937514439987822,-0.0408648995931009
"42","42",15.518125,0.464132734167026,-0.608239310195296,0.930996069755877,-0.17085526449946
"43","43",15.519793,0.464132734167026,-0.608239310195296,0.929081003822952,-0.263360815178481
"44","44",15.521457,0.464132734167026,-0.608239310195296,0.927023754740011,-0.312122030161039
"45","45",15.523124,0.464132734167026,-0.696230407782623,0.929021308607296,-0.31491308105533
"46","46",15.524793,0.464132734167026,-0.733940878177192,0.931634482953122,-0.284104583282798
"47","47",15.526459,0.464132734167026,-0.733940878177192,0.93332049291674,-0.244662162042454
"48","48",15.528125,0.464132734167026,-0.733940878177192,0.933374674465204,-0.210490962909819
"49","49",15.529792,0.464132734167026,-0.733940878177192,0.933542993266001,-0.197948399469396
"50","50",15.531457,0.464132734167026,-0.733940878177192,0.935301505782452,-0.206893640888307
"51","51",15.533124,0.394714153325479,-0.733940878177192,0.932367496786667,-0.238032156141613
"52","52",15.534793,0.286136373034855,-0.733940878177192,0.928428697920972,-0.270886937603039
"53","53",15.536459,0.286136373034855,-0.733940878177192,0.925608305201094,-0.290438756780555
"54","54",15.538124,0.286136373034855,-0.733940878177192,0.921374416603901,-0.300854833080582
"55","55",15.539791,0.286136373034855,-0.673749545781711,0.910499554655484,-0.318796447444862
"56","56",15.541458,0.286136373034855,-0.647953260469363,0.890966281554905,-0.341622145216519
"57","57",15.543125,0.286136373034855,-0.647953260469363,0.860465629775319,-0.375679101910037
"58","58",15.544792,0.286136373034855,-0.647953260469363,0.815927311570438,-0.414639864171136
"59","59",15.546459,0.286136373034855,-0.647953260469363,0.770509541741171,-0.450053267216576
"60","60",15.548124,0.286136373034855,-0.647953260469363,0.73368879467502,-0.479575295783396
"61","61",15.549791,0.0635180267407388,-0.647953260469363,0.70773500808147,-0.507387047835196
"62","62",15.551459,-0.284679899514162,-0.647953260469363,0.687253210565155,-0.552196672362916
"63","63",15.553126,-0.284679899514162,-0.647953260469363,0.666828416552952,-0.610930288085911
