Resp1,Resp2,HR1,HR2,Resp1S,Resp2S,HR1S,HR2S
2.48536463122268,0.21671158438609,0.511853836763916,-0.0818161539154397,2.48536463122268,0.21671158438609,0.511853836763916,-0.0818161539154397
2.45443420247303,-0.198949469006125,0.570160583555311,-0.0818161539154397,2.45443420247303,-0.198949469006125,0.570160583555311,-0.0818161539154397
2.4091401989792,-0.69820335684867,0.900565482039886,-0.0818161539154397,2.4091401989792,-0.69820335684867,0.900565482039886,-0.0818161539154397
2.37315997693774,-1.07211542759098,0.900565482039886,-0.0818161539154397,2.37315997693774,-1.07211542759098,0.900565482039886,-0.0818161539154397
2.3640988630849,-1.13246266246678,0.900565482039886,-0.0818161539154397,2.3640988630849,-1.13246266246678,0.900565482039886,-0.0818161539154397
2.39077197623384,-0.885735277813719,0.900565482039886,-0.0818161539154397,2.39077197623384,-0.885735277813719,0.900565482039886,-0.0818161539154397
2.48521716765007,-0.481559089631711,0.900565482039886,-0.0818161539154397,2.48521716765007,-0.481559089631711,0.900565482039886,-0.0818161539154397
2.62710559408668,-0.0557240492706731,0.900565482039886,-0.0818161539154397,2.62710559408668,-0.0557240492706731,0.900565482039886,-0.0818161539154397
2.80484701909034,0.319712705000821,0.900565482039886,-0.0818161539154397,2.80484701909034,0.319712705000821,0.900565482039886,-0.0818161539154397
2.99435483612727,0.600552806200197,0.900565482039886,-0.0818161539154397,2.99435483612727,0.600552806200197,0.900565482039886,-0.0818161539154397
3.16681493001246,0.775308929984662,0.900565482039886,-0.0818161539154397,3.16681493001246,0.775308929984662,0.900565482039886,-0.0818161539154397
-0.0318743462643359,0.873567599505763,1.04216758139042,-0.0818161539154397,-0.0318743462643359,0.873567599505763,1.04216758139042,-0.0818161539154397
-0.0318743462643359,0.93038667338107,1.8445794777101,-0.0818161539154397,-0.0318743462643359,0.93038667338107,1.8445794777101,-0.0818161539154397
-0.0318743462643359,0.963568614744006,1.8445794777101,-0.0818161539154397,-0.0318743462643359,0.963568614744006,1.8445794777101,-0.0818161539154397
-0.0318743462643359,0.975321163857233,1.8445794777101,-0.0818161539154397,-0.0318743462643359,0.975321163857233,1.8445794777101,-0.0818161539154397
