Resp1,Resp2,HR1,HR2,Resp1S,Resp2S,HR1S,HR2S
0.524818447479524,-0.627727017065169,0.626671382630163,0.783056269438484,0.524818447479524,-0.627727017065169,0.626671382630163,0.783056269438484
0.267103956096743,-0.823252825705681,0.62813301249252,0.783056269438484,0.267103956096743,-0.823252825705681,0.62813301249252,0.783056269438484
0.0486135535318673,-0.999295242774252,0.675392378042076,0.783056269438484,0.0486135535318673,-0.999295242774252,0.675392378042076,0.783056269438484
-0.0759758282562336,-1.15559070929392,0.675392378042076,0.783056269438484,-0.0759758282562336,-1.15559070929392,0.675392378042076,0.783056269438484
0.0105883629376174,-1.222296163845,0.675392378042076,0.783056269438484,0.0105883629376174,-1.222296163845,0.675392378042076,0.783056269438484
0.315336329714873,-1.11869481415873,0.675392378042076,0.783056269438484,0.315336329714873,-1.11869481415873,0.675392378042076,0.783056269438484
0.694323422746146,-0.871425414877463,0.675392378042076,0.783056269438484,0.694323422746146,-0.871425414877463,0.675392378042076,0.783056269438484
0.978155402024052,-0.559934601029223,0.675392378042076,0.30618480594253,0.978155402024052,-0.559934601029223,0.675392378042076,0.30618480594253
1.0673218373611,-0.274443009825473,0.675392378042076,0.30618480594253,1.0673218373611,-0.274443009825473,0.675392378042076,0.30618480594253
0.93298721017369,-0.102605930616661,0.675392378042076,0.30618480594253,0.93298721017369,-0.102605930616661,0.675392378042076,0.30618480594253
0.700592579518323,-0.0619569178632901,0.675392378042076,0.30618480594253,0.700592579518323,-0.0619569178632901,0.675392378042076,0.30618480594253
0.493274833591649,-0.130938250738478,0.681723172445901,0.30618480594253,0.493274833591649,-0.130938250738478,0.681723172445901,0.30618480594253
0.348808131757441,-0.274687878112057,0.886418858169573,1.62888511105034,0.348808131757441,-0.274687878112057,0.886418858169573,1.62888511105034
0.31324622848156,-0.465811118250296,0.886418858169573,1.62888511105034,0.31324622848156,-0.465811118250296,0.886418858169573,1.62888511105034
0.361716963333895,-0.664673248861089,0.886418858169573,1.62888511105034,0.361716963333895,-0.664673248861089,0.886418858169573,1.62888511105034
