"","Study","Group","Trial","Condition","Resp_RR","Resp_DET","Resp_LMAX","Resp_L","Resp_ENTR","Resp_LAM","Resp_TT","HR_RR","HR_DET","HR_LMAX","HR_L","HR_ENTR","HR_LAM","HR_TT","Type"
"18","2","7","1","Conversation",4.39728254179794,85.4862479375911,35,3.73107510530823,1.77897761253685,94.4999759719352,5.30564798992715,22.2149559022072,97.3398623197007,120,10.174178120205,3.08410882040473,99.0002717374329,15.6475779080531,"Real"
"19","2","7","2","Synchronous",4.03105364636098,81.2132226061657,31,3.31678858162355,1.57124972608742,92.9151504296429,5.50661488673139,23.5115487941388,98.8781121946829,116,11.3947030565829,3.14224616682753,99.5547420159747,19.4625636439688,"Real"
"20","2","7","3","TurnTaking",3.23454938278888,84.3450566202091,55,3.47692894654159,1.60981855798871,96.8036803135888,7.61820908311911,18.1762041742638,99.0813325164007,105,10.7682159044942,3.09103601232025,99.6850610122712,17.77244265977,"Real"
"21","2","8","1","TurnTaking",4.07701495891041,82.8516635639964,48,3.46876073708385,1.61726079037377,93.7400926913757,4.55185721177038,23.9591097767295,97.7849615731305,140,14.0631937358129,3.415850191208,98.2308073805654,22.3621934335443,"Real"
"22","2","8","2","Synchronous",3.83701238085058,71.652011088062,21,3.23982651642491,1.53329646833294,77.6774732436253,3.73404372669711,28.0857049532152,97.4198389831294,151,14.3404854986817,3.39868607158013,97.8106152549125,22.141956321132,"Real"
"23","2","8","3","Conversation",3.8897710369418,73.5408895005614,35,2.99522439797913,1.3517893775737,87.8657962406287,3.84944167873222,25.3464083148751,97.5769417658452,181,13.7186444591981,3.39515331258434,98.0451966574731,20.4031474756106,"Real"
"24","2","9","1","Synchronous",3.59565385602205,76.6820448022881,25,3.12635278143844,1.45946803639912,94.624019276542,5.02938879633486,22.2193272586513,98.2972128971817,100,9.31602702122779,2.96069067367148,99.6112108673589,13.7358165572182,"Real"
"25","2","9","2","Conversation",3.39277252196766,72.64266991929,28,2.92082142037273,1.30768742663211,88.1955726260608,3.5989748803321,21.1583539483843,98.3837499395361,91,9.33100321913441,2.92307260831216,99.4994002805523,13.2262884294729,"Real"
"26","2","9","3","TurnTaking",3.20917380754607,72.5146648083012,23,2.96546462311783,1.33408620872072,89.5697408348378,3.91704261854483,21.8244827531774,98.6623883866476,78,9.32291619725715,2.91279444663356,99.5470290222535,13.6472889334438,"Real"
"27","1","Group3&4",NA,"Synchronous",3.67804017766927,82.4944713969794,24,3.78551762114537,1.79756766421227,90.9390910805205,4.21413250714967,20.691749878955,98.4114516446956,68,9.45455849652105,2.84421243260069,99.5759092565271,17.1161477450653,"Surrogate"
