"",".groups","time","HR1","HR2","Resp1","Resp2"
"1","1",7.1492083,-1.13807512850881,-2.38288568080117,1.3996657701803,-0.534022848860556
"2","2",7.150875,-0.390187117127491,-2.37742937430012,0.987801356937402,-0.534022848860556
"3","3",7.1525417,-0.390187117127491,-2.3049384450719,0.566332144370115,-0.534022848860556
"4","4",7.1542083,-0.390187117127491,-2.3049384450719,0.190808313165825,-0.534022848860556
"5","5",7.155875,-0.390187117127491,-2.3049384450719,-0.146116144699182,-0.534022848860556
"6","6",7.1575417,-0.390187117127491,-2.3049384450719,-0.443960807064994,-0.534022848860556
"7","7",7.1592083,-0.390187117127491,-2.3049384450719,-0.677414362852021,-0.534022848860556
"8","8",7.160875,-0.390187117127491,-2.3049384450719,-0.763640099068393,-0.534022848860556
"9","9",7.1625417,-0.390187117127491,-2.3049384450719,-0.492063865110579,-0.534022848860556
"10","10",7.1642083,-0.390187117127491,-2.20336147620746,0.136370633852894,-0.534022848860556
"11","11",7.165875,-0.378052123652531,-2.12980574013322,0.846820021526453,-0.534022848860556
"12","12",7.1675417,-0.0868122802535003,-2.12980574013322,1.43810597959718,-0.534022848860556
"13","13",7.1692083,-0.0868122802535003,-2.12980574013322,1.82467600139276,-0.534022848860556
"14","14",7.170875,-0.0868122802535003,-2.12980574013322,2.01337813164702,-0.534022848860556
"15","15",7.1725417,-0.0868122802535003,-2.12980574013322,2.06074993247697,-0.534022848860556
"16","16",7.1742083,-0.0868122802535003,-2.12980574013322,2.02701838827863,-0.534022848860556
"17","17",7.175875,-0.0868122802535003,-0.909479244299006,1.9426590513439,-0.534022848860556
"18","18",7.1775417,-0.0868122802535003,-0.743071085776158,1.82669863952362,-0.534022848860556
"19","19",7.1792083,-0.0868122802535003,-0.743071085776158,1.71644308459128,-0.534022848860556
"20","20",7.180875,-0.0868122802535003,-0.743071085776158,1.62012512551059,-0.534022848860556
"21","21",7.1825417,-0.0724207145198678,-0.743071085776158,1.53686870319305,-0.534022848860556
"22","22",7.1842083,0.272976863087305,-0.743071085776158,1.47167284020216,-0.534022848860556
"23","23",7.185875,0.272976863087305,0.110898279969658,1.41337939191204,-0.534022848860556
"24","24",7.1875417,0.272976863087305,0.459702668795415,1.31107220306281,-0.534022848860556
"25","25",7.1892083,0.272976863087305,0.459702668795415,1.0756639771448,-0.534022848860556
"26","26",7.190875,0.272976863087305,0.459702668795415,0.800543388757045,-0.534022848860556
"27","27",7.1925417,0.272976863087305,0.459702668795415,0.562219653707754,-0.534022848860556
"28","28",7.1942083,0.272976863087305,0.459702668795415,0.39110076633559,-0.534022848860556
"29","29",7.195875,0.272976863087305,0.638461562300009,0.283967184555012,-0.534022848860556
"30","30",7.1975417,0.272976863087305,0.726506987458988,0.211648545586733,-0.534022848860556
"31","31",7.1992083,0.301335900991968,0.726506987458988,0.149682428193119,-0.534022848860556
"32","32",7.200875,0.981952810703909,0.726506987458988,0.0917646103239465,-0.534022848860556
"33","33",7.2025417,0.981952810703909,0.726506987458988,0.0325074924594644,-0.534022848860556
"34","34",7.2042083,0.981952810703909,0.726506987458988,-0.0979623339628727,-0.534022848860556
"35","35",7.205875,0.981952810703909,0.612625684363876,-0.329214177605364,-0.534022848860556
"36","36",7.2075417,0.981952810703909,0.507504481506849,-0.559911377766107,-0.534022848860556
"37","37",7.2092083,0.981952810703909,0.507504481506849,-0.733184627979131,-0.534022848860556
"38","38",7.210875,0.981952810703909,0.507504481506849,-0.835738930877133,-0.534022848860556
"39","39",7.2125417,0.981952810703909,0.507504481506849,-0.879283012889606,-0.534022848860556
"40","40",7.2142083,0.981952810703909,0.507504481506849,-0.886828469368394,-0.534022848860556
"41","41",7.215875,1.00070695130243,0.460488920483218,-0.874991110202149,-0.534022848860556
"42","42",7.2175417,1.45080632566689,0.365033084465548,-0.852361822381948,-0.534022848860556
"43","43",7.2192083,1.45080632566689,0.365033084465548,-0.827178852795179,-0.534022848860556
"44","44",7.220875,1.45080632566689,0.365033084465548,-0.80664628855816,-0.534022848860556
"45","45",7.2225417,1.45080632566689,0.365033084465548,-0.794119297450615,-0.534022848860556
"46","46",7.2242083,1.45080632566689,0.365033084465548,-0.785562555153425,-0.534022848860556
"47","47",7.225875,1.45080632566689,0.368094178170192,-0.800873253105856,-0.534022848860556
"48","48",7.2275417,1.45080632566689,0.388579959116658,-0.905419529296028,-0.534022848860556
"49","49",7.2292083,1.45080632566689,0.388579959116658,-1.07792834176323,-0.534022848860556
"50","50",7.230875,1.45080632566689,0.388579959116658,-1.23657378790154,-0.534022848860556
"51","51",7.2325417,1.4673426870613,0.388579959116658,-1.34552040748988,-0.534022848860556
"52","52",7.2342083,1.86421536052715,0.388579959116658,-1.4095765624901,-0.534022848860556
"53","53",7.235875,1.86421536052715,0.397198446672902,-1.49846447659545,-0.534022848860556
"54","54",7.2375417,1.86421536052715,0.604042148022726,-1.62562924640529,-0.534022848860556
"55","55",7.2392083,1.86421536052715,0.604042148022726,-1.73481635280223,-0.534022848860556
"56","56",7.240875,1.86421536052715,0.604042148022726,-1.79554093432759,-0.534022848860556
"57","57",7.2425417,1.86421536052715,0.604042148022726,-1.8071204295739,-0.534022848860556
"58","58",7.2442083,1.86421536052715,0.604042148022726,-1.78917978118131,-0.534022848860556
"59","59",7.245875,1.86421536052715,0.620369487632055,-1.73757264193447,-0.534022848860556
"60","60",7.2475417,1.86421536052715,0.876164474844871,-1.64600291203116,-0.534022848860556
"61","61",7.2492083,1.880706353773,0.876164474844871,-1.54863368204426,-0.534022848860556
